ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Total_Spending,Income_log,Total_Spending_log
1050,1952,Graduation,Married,28332.0,0,0,58,14,10,13,4,15,9,1,2,1,4,2,0,0,0,0,0,0,0,62,65,10.251782482029256,4.189654742026425
5846,1977,Graduation,Divorced,40246.0,1,0,68,2,1,6,2,1,1,1,1,0,2,6,0,0,0,0,0,0,0,37,13,10.60279074590741,2.6390573296152584
1859,1972,Master,Married,75251.0,0,0,34,721,111,925,97,18,18,1,7,6,5,5,0,0,0,0,0,0,1,42,1890,11.228597760331022,7.544861068658458
7503,1976,Graduation,Single,75825.0,0,0,40,1032,105,779,137,105,51,0,5,8,9,4,1,0,0,0,0,0,1,38,2209,11.236196520732264,7.700747794511798
10401,1976,Graduation,Married,26326.0,0,0,12,1,0,5,0,3,9,1,0,0,3,3,0,0,0,0,0,1,0,38,18,10.17835030752565,2.9444389791664403
1618,1965,Graduation,Married,56046.0,0,0,9,577,0,64,0,0,51,2,10,1,8,8,1,0,0,0,0,0,1,49,692,10.933945903428258,6.541029999189903
3332,1985,Graduation,Single,29760.0,1,0,87,64,4,68,7,5,17,4,3,1,4,8,0,0,0,0,0,0,0,29,165,10.300954090533025,5.111987788356544
2261,1969,Graduation,Married,26304.0,1,0,5,4,1,5,2,0,4,1,1,0,2,7,0,0,0,0,0,0,0,45,16,10.177514314164908,2.833213344056216
5346,1973,Graduation,Married,23559.0,1,0,87,25,5,19,7,0,23,3,3,0,3,7,0,0,0,0,0,0,0,41,79,10.067305637765523,4.382026634673881
4119,1963,Master,Married,38620.0,0,0,56,112,17,44,34,22,89,1,2,5,3,3,0,0,0,0,0,0,0,51,318,10.561551448966803,5.765191102784844
535,1987,Graduation,Divorced,81361.0,0,0,18,163,23,424,27,65,76,1,3,10,13,1,0,0,0,0,0,0,0,27,778,11.306663612524535,6.658011045870748
5268,1960,Graduation,Married,29440.0,1,1,95,17,8,14,10,4,3,2,1,0,4,7,0,0,0,0,0,0,0,54,56,10.290143539657238,4.04305126783455
273,1970,Master,Married,36138.0,1,1,48,130,0,16,0,0,5,5,3,1,4,7,0,1,0,0,0,0,0,44,151,10.495127893591839,5.0238805208462765
4452,1957,Graduation,Single,50388.0,0,1,3,292,6,37,0,3,34,4,6,1,6,7,0,1,0,1,0,0,1,57,372,10.827528176270343,5.921578419643816
8504,1973,Graduation,Married,79593.0,0,0,70,350,60,568,110,133,145,1,5,6,7,2,0,0,1,0,0,0,0,41,1366,11.284693992107073,7.220373836723949
771,1967,Graduation,Married,54178.0,0,1,79,135,9,39,4,0,7,1,2,2,5,2,0,0,0,0,0,0,0,47,194,10.900048658473553,5.272999558563747
11178,1972,Master,Single,42394.0,1,0,69,15,2,10,0,1,4,1,1,0,3,7,0,0,0,0,0,0,0,42,32,10.654785709738103,3.4965075614664802
2230,1970,PhD,Married,23626.0,1,0,84,27,2,14,0,0,0,3,3,1,3,5,0,0,0,0,0,0,0,44,43,10.070145404863476,3.784189633918261
7516,1983,Graduation,Married,30096.0,1,0,30,5,3,11,12,5,9,1,2,0,3,6,0,0,0,0,0,0,0,31,45,10.312180777995717,3.828641396489095
7247,1960,Graduation,Widow,47916.0,0,1,72,505,0,26,0,0,75,5,7,4,6,6,0,1,0,0,0,0,0,54,606,10.77722562648903,6.408528791059498
11100,1972,Graduation,Divorced,51813.0,1,1,37,51,2,7,0,1,2,2,2,0,3,7,0,0,0,0,0,0,0,42,63,10.855415662001414,4.1588830833596715
4646,1951,Graduation,Married,78497.0,0,0,44,207,26,447,75,0,223,1,5,7,12,2,0,0,0,1,0,0,0,63,978,11.270828425738932,6.88653164253051
3037,1983,PhD,Married,50150.0,0,0,32,135,46,92,65,61,11,2,5,2,7,5,0,0,0,0,0,0,0,31,410,10.822793733370741,6.018593214496234
1473,1960,Graduation,Single,47823.0,0,1,0,53,1,5,2,1,10,2,2,0,3,8,0,0,0,0,0,0,0,54,72,10.775282884523719,4.290459441148391
1016,1959,PhD,Single,34554.0,0,1,43,41,1,6,2,0,5,2,2,0,3,6,0,0,0,0,0,0,0,55,55,10.450307536525495,4.02535169073515
4518,1979,Graduation,Married,85693.0,0,1,59,386,172,183,185,132,111,2,9,5,11,5,0,0,0,0,0,0,0,35,1169,11.358538090466329,7.064759027791802
9370,1945,PhD,Married,65846.0,0,0,68,562,81,276,80,40,81,1,6,3,6,4,0,0,0,0,0,0,0,69,1120,11.095089148047066,7.02197642307216
8908,1959,Graduation,Married,87195.0,0,0,35,217,76,690,50,26,38,1,3,11,5,1,0,0,0,0,0,0,1,55,1097,11.375913737285305,7.001245622069476
8373,1979,Basic,Married,24594.0,1,0,94,1,3,6,10,0,9,1,1,0,3,5,0,0,0,0,0,0,0,35,29,10.11029844922944,3.4011973816621555
7533,1964,Graduation,Married,49096.0,1,1,15,144,1,32,2,1,7,4,4,1,4,7,0,0,0,0,0,0,0,50,187,10.80155321211961,5.236441962829949
2683,1969,Graduation,Married,52413.0,0,2,56,295,106,271,75,98,65,4,6,4,12,6,0,0,0,0,0,0,0,45,910,10.866929010196616,6.814542897259958
3629,1978,Graduation,Single,38557.0,1,0,17,76,3,31,4,4,27,2,3,1,3,7,0,0,0,0,0,0,0,36,145,10.559918880159413,4.983606621708336
10991,1960,Master,Married,89058.0,0,0,18,454,194,106,31,22,43,1,5,4,4,2,0,0,0,0,0,0,0,54,850,11.397054350427297,6.7464121285733745
5077,1979,Graduation,Married,77298.0,0,1,46,425,115,292,23,35,79,1,6,6,11,3,0,0,0,0,0,0,0,35,969,11.255436297881227,6.877296071497429
7431,1991,PhD,Single,68126.0,0,0,40,1332,17,311,23,51,86,1,7,4,5,9,0,1,0,0,0,0,1,23,1820,11.129128889332778,7.507141079727608
3267,1963,Master,Married,57288.0,0,1,27,527,0,21,0,0,60,3,8,1,8,6,0,1,0,0,0,0,0,51,608,10.955863912197044,6.411818267709897
999,1991,Graduation,Single,86037.0,0,0,95,490,44,125,29,20,22,1,6,7,11,3,0,1,1,0,0,0,1,23,730,11.362544338109172,6.594413459749778
9215,1980,PhD,Married,43974.0,1,0,19,378,0,101,0,0,72,5,6,4,6,7,0,0,0,0,0,0,0,34,551,10.691376569605758,6.313548046277095
2286,1962,Graduation,Single,50785.0,1,1,27,64,1,21,0,1,27,2,2,1,3,6,0,0,0,0,0,0,0,52,114,10.835376005033337,4.74493212836325
1592,1970,Graduation,Married,90765.0,0,0,25,547,99,812,151,82,33,0,4,6,5,1,0,0,1,1,0,0,0,44,1724,11.416040045126518,7.45298232946546
367,1978,Graduation,Married,36550.0,1,0,74,47,90,94,123,103,120,5,9,1,5,9,0,0,0,0,0,0,0,36,577,10.506463824584774,6.359573868672378
5234,1967,Graduation,Married,30753.0,1,1,85,12,5,25,0,9,30,2,1,1,3,5,0,0,0,0,0,0,0,47,81,10.333775346075639,4.406719247264253
9862,1969,Graduation,Married,21918.0,1,0,37,1,6,7,11,5,3,2,2,0,3,6,0,0,0,0,0,0,0,45,33,9.995109119583352,3.5263605246161616
9805,1953,Master,Married,56129.0,0,1,65,320,48,133,39,72,48,4,6,2,10,4,0,0,0,0,0,0,0,61,660,10.935425707936245,6.493753839851686
6205,1967,Master,Single,32557.0,1,0,13,34,3,29,0,4,10,3,2,1,3,5,0,0,0,0,0,0,1,47,80,10.390778393168455,4.394449154672439
8442,1985,Master,Married,19510.0,2,0,63,9,0,7,3,4,7,2,1,0,3,7,0,0,0,0,0,0,0,29,30,9.878733688069898,3.4339872044851463
7386,1976,Graduation,Divorced,30992.0,1,0,83,17,0,14,7,3,2,1,1,0,3,7,0,0,0,0,0,0,0,38,43,10.341516651517555,3.784189633918261
7215,1983,Graduation,Single,101970.0,0,0,69,722,27,102,44,72,168,0,6,8,13,2,0,1,1,1,0,0,1,31,1135,11.532443738116108,7.035268599281097
1491,1965,Graduation,Married,71488.0,0,0,87,162,33,124,40,28,172,2,3,4,7,1,0,0,0,0,0,0,0,49,559,11.17729887069272,6.327936783729195
11071,1984,Graduation,Single,79607.0,0,0,37,450,133,951,173,0,216,1,3,6,6,1,0,0,0,0,0,0,1,30,1923,11.284869869294997,7.562161631225652
3381,1953,Master,Married,54348.0,1,1,51,70,0,16,0,0,4,2,2,0,4,6,0,0,0,0,0,0,0,61,90,10.903181493116058,4.51085950651685
11051,1956,PhD,Married,77376.0,1,1,72,492,19,110,16,12,12,4,6,3,10,4,0,0,0,0,0,0,0,58,661,11.256444857795005,6.495265555937008
8026,1952,Graduation,Married,62998.0,0,1,10,120,58,73,65,89,58,5,5,4,5,5,0,0,0,0,0,0,0,62,463,11.050874132231819,6.139884552226255
433,1958,Master,Single,61331.0,1,1,42,534,5,47,0,5,41,5,11,1,6,8,0,0,0,0,0,0,0,56,632,11.02405700855628,6.450470422144176
9597,1969,Graduation,Married,73448.0,0,0,10,236,106,189,23,41,130,1,7,2,9,4,0,0,0,0,0,0,0,45,725,11.204346566805462,6.587550014824796
5290,1964,PhD,Married,41551.0,1,1,51,220,0,33,3,0,23,5,5,1,5,8,0,0,0,0,0,0,0,50,279,10.63470093390253,5.634789603169249
1685,1967,PhD,Married,62981.0,0,0,21,796,14,590,38,44,0,1,4,5,13,3,0,1,0,0,0,0,0,47,1482,11.050604250263852,7.301822342137932
5342,1976,Basic,Divorced,9548.0,1,0,31,0,1,3,10,6,9,2,1,0,3,8,0,0,0,0,0,0,0,38,29,9.164191715950203,3.4011973816621555
9579,1959,PhD,Married,33762.0,2,1,61,53,1,34,2,0,16,3,2,2,2,8,0,0,0,0,0,0,0,55,106,10.427120807321092,4.672828834461906
7660,1973,PhD,Single,35860.0,1,1,37,15,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,0,1,41,49,10.487405632994516,3.912023005428146
1461,1965,PhD,Divorced,36921.0,1,1,74,17,1,12,3,1,4,2,2,0,3,7,0,0,0,0,0,0,0,49,38,10.516562858330515,3.6635616461296463
821,1992,Master,Single,92859.0,0,0,46,962,61,921,52,61,20,1,5,4,12,2,0,0,0,0,0,0,0,22,2077,11.438848261573913,7.639161171659173
11084,1976,Master,Married,65104.0,0,1,4,738,0,232,13,20,50,2,3,5,7,7,0,0,0,0,0,0,1,38,1053,11.083756630162828,6.960347729101308
8690,1962,Graduation,Married,86111.0,0,0,73,399,28,756,36,40,126,1,5,7,10,2,0,0,0,0,0,0,0,52,1385,11.363404053526633,7.234177179749849
2937,1974,PhD,Single,68352.0,0,1,47,614,16,132,43,33,33,3,8,5,9,6,0,0,0,0,0,0,0,40,871,11.132440732922605,6.77078942390898
9701,1988,Graduation,Married,41883.0,1,0,13,32,34,41,73,16,116,3,4,2,3,7,0,0,0,0,0,0,0,26,312,10.642659171407352,5.746203190540153
9949,1976,Graduation,Married,59809.0,0,2,36,598,16,141,32,41,49,3,3,3,6,8,0,0,0,0,0,0,0,38,877,10.998928150038603,6.777646593635117
10837,1975,Graduation,Married,23957.0,1,0,47,2,1,18,20,11,16,1,2,0,3,6,0,0,0,0,0,0,1,39,68,10.084057576291276,4.23410650459726
3120,1981,Graduation,Married,38547.0,1,0,49,6,1,10,0,1,4,1,1,0,2,8,0,0,0,0,0,1,0,33,22,10.559659496971179,3.1354942159291497
5885,1973,Graduation,Married,35688.0,2,1,94,73,3,90,12,1,32,7,4,1,4,8,0,0,0,0,0,0,0,41,211,10.482597797038709,5.356586274672012
4050,1966,Master,Married,49605.0,0,0,65,42,16,29,12,20,8,1,2,1,4,3,0,0,0,0,0,0,0,48,127,10.811867073138947,4.852030263919617
3830,1953,Master,Married,59354.0,0,2,59,295,21,78,39,13,13,1,4,4,7,3,0,0,0,0,0,0,0,61,459,10.991291642487635,6.131226489483141
7987,1969,Graduation,Married,65747.0,0,1,96,346,17,48,23,13,13,4,8,1,6,6,0,1,0,0,0,0,0,45,460,11.093584531326416,6.133398042996649
7798,1972,Graduation,Married,46344.0,0,1,28,233,20,57,8,20,91,4,7,1,5,7,0,0,0,0,0,0,0,42,429,10.743868690309933,6.063785208687608
92,1988,Graduation,Single,34176.0,1,0,12,5,7,24,19,14,20,4,3,0,4,6,0,0,0,0,0,0,0,26,89,10.439308182191418,4.499809670330265
7055,1952,PhD,Married,61010.0,0,1,57,888,0,57,0,0,76,2,8,5,11,5,0,0,0,0,0,0,0,62,1021,11.018809454767185,6.92951677076365
10240,1949,Graduation,Married,69372.0,0,0,10,997,26,269,34,13,42,1,10,4,6,4,0,1,1,0,0,0,1,65,1381,11.147253021804348,7.231287004327616
3025,1958,Graduation,Single,49967.0,0,1,4,212,6,69,4,12,3,3,6,1,5,7,0,0,0,0,0,0,0,56,306,10.81913807952286,5.726847747587197
9283,1978,Graduation,Single,60199.0,1,2,49,8,1,7,2,0,0,1,0,0,3,4,0,0,0,0,0,0,0,36,18,11.005427631296913,2.9444389791664403
9970,1977,Graduation,Married,55375.0,0,1,3,42,11,57,10,28,14,1,1,1,6,2,0,0,0,0,0,0,0,37,162,10.921901565875125,5.093750200806762
2730,1955,Graduation,Single,80317.0,0,0,64,536,11,387,149,91,57,1,3,4,10,1,0,0,0,0,0,0,0,59,1231,11.29374903421713,7.116394144093465
2795,1958,Master,Single,30523.0,2,1,0,5,0,3,0,0,5,1,1,0,2,7,0,0,0,0,0,0,0,56,13,10.326268538409524,2.6390573296152584
9260,1945,PhD,Married,70356.0,0,0,20,1349,16,249,43,16,33,2,10,6,9,6,0,0,0,0,0,0,0,69,1706,11.161337560080053,7.442492722794441
8182,1984,Graduation,Married,23228.0,1,0,91,53,3,49,7,4,5,4,3,0,4,8,0,0,0,0,0,0,0,30,121,10.053156777054832,4.804021044733257
10095,1975,PhD,Divorced,74165.0,0,0,9,1001,12,240,16,12,12,1,5,4,10,2,0,0,0,0,0,0,0,39,1293,11.214061103115878,7.165493475060845
8475,1973,PhD,Married,157243.0,0,1,98,20,2,1582,1,2,1,15,0,22,0,0,0,0,0,0,0,0,0,41,1608,11.965554018031874,7.3833681469923835
4370,1966,Graduation,Married,43482.0,2,1,83,18,1,32,6,3,28,3,2,0,4,6,0,0,0,0,0,0,0,48,88,10.680125336095056,4.48863636973214
10573,1953,Graduation,Divorced,62551.0,0,0,27,125,16,98,134,21,27,1,6,7,4,3,1,0,0,0,0,0,0,61,421,11.04375348980435,6.045005314036012
3712,1959,Graduation,Divorced,52332.0,0,0,63,212,5,33,7,0,2,1,3,2,6,4,0,1,0,0,0,0,0,55,259,10.8653824262153,5.560681631015528
6637,1988,Graduation,Single,66951.0,0,0,46,277,162,305,173,76,124,1,3,4,7,1,0,0,0,0,0,0,0,26,1117,11.11173122371271,7.0192966537150445
3152,1957,Graduation,Married,26091.0,1,1,84,15,10,19,8,17,20,3,2,1,3,5,0,0,0,0,0,0,0,57,89,10.169384032915987,4.499809670330265
5610,1965,Graduation,Married,33456.0,1,1,58,7,3,10,8,1,7,2,1,0,3,7,0,0,0,0,0,0,0,49,36,10.4180163112265,3.6109179126442243
6460,1982,Graduation,Married,28718.0,1,0,78,12,4,6,11,8,16,2,2,0,3,8,0,0,0,0,0,0,0,32,57,10.265314203614462,4.060443010546419
1349,1970,Graduation,Married,50447.0,2,0,4,85,7,24,2,3,27,1,3,1,3,6,0,0,0,0,0,0,0,44,148,10.828698381784841,5.003946305945459
1880,1959,PhD,Married,53537.0,1,1,17,81,0,6,0,0,6,2,2,1,3,5,0,0,0,0,0,0,0,55,93,10.888146961128207,4.543294782270004
641,1967,Graduation,Single,52074.0,0,1,77,59,0,12,0,0,48,1,2,2,2,4,1,0,0,0,0,0,0,47,119,10.860440266129173,4.787491742782046
8717,1975,PhD,Married,80427.0,0,1,56,1149,71,449,69,71,26,1,11,8,8,5,0,0,0,0,0,0,0,39,1835,11.295117653245537,7.515344571180436
10314,1948,PhD,Married,83837.0,0,0,79,847,66,119,86,89,111,1,9,10,5,4,0,1,0,1,0,0,1,66,1318,11.336641644308504,7.1846291527173145
10854,1970,PhD,Married,38853.0,1,1,90,29,0,14,0,0,2,2,2,0,3,7,0,0,0,0,0,0,0,44,45,10.567566310598727,3.828641396489095
